Valid ,at         ,Lon    ,Lat    ,Wind   ,Winddir   ,Wind-sea   ,Swell       ,Swelldir  ,Swellperiod    ,SWH       ,MWH       ,Current  ,SST
11-SEP-2024 ,12   ,66.00  ,20.00   ,13.68   ,WSW    ,1.67      ,0.932   ,SSW     ,10.1   ,1.91    ,3.63    ,0.10     ,27.92
11-SEP-2024 ,18   ,66.00  ,20.00   ,11.09   ,WSW    ,1.74      ,1.010   ,SSW     ,10.1   ,2.01    ,3.83    ,0.11     ,27.85
12-SEP-2024 ,00   ,66.00  ,20.00   ,14.34   ,WSW    ,1.79      ,1.032   ,SSW     ,10.2   ,2.06    ,3.92    ,0.22     ,27.81
12-SEP-2024 ,06   ,66.00  ,20.00   ,12.78   ,WSW    ,1.81      ,1.071   ,SSW     ,10.2   ,2.10    ,3.99    ,0.24     ,27.79
12-SEP-2024 ,12   ,66.00  ,20.00   ,13.30   ,WSW    ,1.82      ,1.091   ,SSW     ,10.2   ,2.12    ,4.04    ,0.37     ,27.89
12-SEP-2024 ,18   ,66.00  ,20.00   ,14.74   ,WSW    ,1.84      ,1.106   ,SSW     ,10.2   ,2.14    ,4.07    ,0.18     ,27.83
13-SEP-2024 ,00   ,66.00  ,20.00   ,16.67   ,WSW    ,1.92      ,1.076   ,SSW     ,10.2   ,2.20    ,4.18    ,0.04     ,27.79
13-SEP-2024 ,06   ,66.00  ,20.00   ,18.03   ,WSW    ,2.06      ,1.077   ,SSW     ,10.2   ,2.33    ,4.43    ,0.06     ,27.78
13-SEP-2024 ,12   ,66.00  ,20.00   ,17.73   ,WSW    ,2.15      ,1.117   ,SSW     ,10.1   ,2.43    ,4.61    ,0.32     ,27.88
11-SEP-2024 ,00   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,06   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,12   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,18   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,00   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,06   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,12   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,18   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,00   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,06   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,12   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,00   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,06   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,12   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,18   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,00   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,06   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,12   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,18   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,00   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,06   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,12   ,79.60  ,20.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,00   ,93.20  ,20.00   ,4.258   ,WNW    ,1.30      ,1.121   ,SSW     ,10.2   ,1.72    ,3.27    ,....     ,.... 
11-SEP-2024 ,06   ,93.20  ,20.00   ,5.884   ,WSW    ,1.29      ,0.928   ,SSW     ,10.1   ,1.59    ,3.02    ,....     ,.... 
11-SEP-2024 ,12   ,93.20  ,20.00   ,7.000   ,WSW    ,1.32      ,0.791   ,SSW     ,10.1   ,1.54    ,2.93    ,....     ,.... 
11-SEP-2024 ,18   ,93.20  ,20.00   ,6.910   ,SSW    ,1.34      ,0.732   ,SSW     ,10.1   ,1.53    ,2.91    ,....     ,.... 
12-SEP-2024 ,00   ,93.20  ,20.00   ,10.15   ,SSW    ,1.49      ,0.692   ,SSW     ,10.2   ,1.64    ,3.12    ,....     ,.... 
12-SEP-2024 ,06   ,93.20  ,20.00   ,11.99   ,SSW    ,1.50      ,0.657   ,SSW     ,10.2   ,1.63    ,3.11    ,....     ,.... 
12-SEP-2024 ,12   ,93.20  ,20.00   ,7.648   ,SSW    ,1.37      ,0.618   ,SSW     ,10.2   ,1.50    ,2.85    ,....     ,.... 
12-SEP-2024 ,18   ,93.20  ,20.00   ,8.682   ,SSW    ,1.33      ,0.573   ,SSW     ,10.2   ,1.44    ,2.75    ,....     ,.... 
13-SEP-2024 ,00   ,93.20  ,20.00   ,10.33   ,SSW    ,1.29      ,0.527   ,SSW     ,10.2   ,1.39    ,2.65    ,....     ,.... 
13-SEP-2024 ,06   ,93.20  ,20.00   ,8.821   ,SSW    ,1.26      ,0.495   ,SSW     ,10.1   ,1.35    ,2.57    ,....     ,.... 
13-SEP-2024 ,12   ,93.20  ,20.00   ,5.768   ,SSW    ,1.22      ,0.480   ,SSW     ,10.1   ,1.31    ,2.50    ,....     ,.... 
11-SEP-2024 ,00   ,93.20  ,20.00   ,4.258   ,WNW    ,1.30      ,1.121   ,SSW     ,10.2   ,1.72    ,3.27    ,....     ,.... 
11-SEP-2024 ,06   ,93.20  ,20.00   ,5.884   ,WSW    ,1.29      ,0.928   ,SSW     ,10.1   ,1.59    ,3.02    ,....     ,.... 
11-SEP-2024 ,12   ,93.20  ,20.00   ,7.000   ,WSW    ,1.32      ,0.791   ,SSW     ,10.1   ,1.54    ,2.93    ,....     ,.... 
11-SEP-2024 ,18   ,93.20  ,20.00   ,6.910   ,SSW    ,1.34      ,0.732   ,SSW     ,10.1   ,1.53    ,2.91    ,....     ,.... 
12-SEP-2024 ,00   ,93.20  ,20.00   ,10.15   ,SSW    ,1.49      ,0.692   ,SSW     ,10.2   ,1.64    ,3.12    ,....     ,.... 
12-SEP-2024 ,06   ,93.20  ,20.00   ,11.99   ,SSW    ,1.50      ,0.657   ,SSW     ,10.2   ,1.63    ,3.11    ,....     ,.... 
12-SEP-2024 ,12   ,93.20  ,20.00   ,7.648   ,SSW    ,1.37      ,0.618   ,SSW     ,10.2   ,1.50    ,2.85    ,....     ,.... 
12-SEP-2024 ,18   ,93.20  ,20.00   ,8.682   ,SSW    ,1.33      ,0.573   ,SSW     ,10.2   ,1.44    ,2.75    ,....     ,.... 
13-SEP-2024 ,00   ,93.20  ,20.00   ,10.33   ,SSW    ,1.29      ,0.527   ,SSW     ,10.2   ,1.39    ,2.65    ,....     ,.... 
13-SEP-2024 ,06   ,93.20  ,20.00   ,8.821   ,SSW    ,1.26      ,0.495   ,SSW     ,10.1   ,1.35    ,2.57    ,....     ,.... 
13-SEP-2024 ,12   ,93.20  ,20.00   ,5.768   ,SSW    ,1.22      ,0.480   ,SSW     ,10.1   ,1.31    ,2.50    ,....     ,.... 
11-SEP-2024 ,00   ,66.00  ,16.00   ,20.04   ,WSW    ,2.34      ,1.021   ,SSW     ,10.1   ,2.55    ,4.85    ,0.22     ,27.61
11-SEP-2024 ,06   ,66.00  ,16.00   ,19.47   ,WSW    ,2.40      ,1.032   ,SSW     ,10.1   ,2.62    ,4.98    ,0.24     ,27.61
11-SEP-2024 ,12   ,66.00  ,16.00   ,20.12   ,WSW    ,2.43      ,1.033   ,SSW     ,10.1   ,2.64    ,5.02    ,0.31     ,27.64
11-SEP-2024 ,18   ,66.00  ,16.00   ,19.39   ,WSW    ,2.44      ,1.080   ,SSW     ,10.1   ,2.67    ,5.08    ,0.30     ,27.62
12-SEP-2024 ,00   ,66.00  ,16.00   ,18.29   ,WSW    ,2.37      ,1.123   ,WSW     ,10.1   ,2.62    ,4.98    ,0.31     ,27.60
12-SEP-2024 ,06   ,66.00  ,16.00   ,18.03   ,WSW    ,2.26      ,1.107   ,WSW     ,10.2   ,2.52    ,4.79    ,0.39     ,27.60
12-SEP-2024 ,12   ,66.00  ,16.00   ,17.74   ,WSW    ,2.17      ,1.101   ,WSW     ,10.2   ,2.43    ,4.63    ,0.45     ,27.64
12-SEP-2024 ,18   ,66.00  ,16.00   ,16.90   ,WSW    ,2.13      ,1.075   ,WSW     ,10.1   ,2.38    ,4.53    ,0.35     ,27.61
13-SEP-2024 ,00   ,66.00  ,16.00   ,19.01   ,WSW    ,2.17      ,1.104   ,WSW     ,10.1   ,2.44    ,4.63    ,0.24     ,27.60
13-SEP-2024 ,06   ,66.00  ,16.00   ,19.65   ,WSW    ,2.27      ,1.101   ,WSW     ,10.1   ,2.52    ,4.80    ,0.26     ,27.59
13-SEP-2024 ,12   ,66.00  ,16.00   ,18.62   ,WSW    ,2.27      ,1.095   ,WSW     ,10.2   ,2.52    ,4.79    ,0.37     ,27.64
11-SEP-2024 ,00   ,66.00  ,16.00   ,20.04   ,WSW    ,2.34      ,1.021   ,SSW     ,10.1   ,2.55    ,4.85    ,0.22     ,27.61
11-SEP-2024 ,06   ,66.00  ,16.00   ,19.47   ,WSW    ,2.40      ,1.032   ,SSW     ,10.1   ,2.62    ,4.98    ,0.24     ,27.61
11-SEP-2024 ,12   ,66.00  ,16.00   ,20.12   ,WSW    ,2.43      ,1.033   ,SSW     ,10.1   ,2.64    ,5.02    ,0.31     ,27.64
11-SEP-2024 ,18   ,66.00  ,16.00   ,19.39   ,WSW    ,2.44      ,1.080   ,SSW     ,10.1   ,2.67    ,5.08    ,0.30     ,27.62
12-SEP-2024 ,00   ,66.00  ,16.00   ,18.29   ,WSW    ,2.37      ,1.123   ,WSW     ,10.1   ,2.62    ,4.98    ,0.31     ,27.60
12-SEP-2024 ,06   ,66.00  ,16.00   ,18.03   ,WSW    ,2.26      ,1.107   ,WSW     ,10.2   ,2.52    ,4.79    ,0.39     ,27.60
12-SEP-2024 ,12   ,66.00  ,16.00   ,17.74   ,WSW    ,2.17      ,1.101   ,WSW     ,10.2   ,2.43    ,4.63    ,0.45     ,27.64
12-SEP-2024 ,18   ,66.00  ,16.00   ,16.90   ,WSW    ,2.13      ,1.075   ,WSW     ,10.1   ,2.38    ,4.53    ,0.35     ,27.61
13-SEP-2024 ,00   ,66.00  ,16.00   ,19.01   ,WSW    ,2.17      ,1.104   ,WSW     ,10.1   ,2.44    ,4.63    ,0.24     ,27.60
13-SEP-2024 ,06   ,66.00  ,16.00   ,19.65   ,WSW    ,2.27      ,1.101   ,WSW     ,10.1   ,2.52    ,4.80    ,0.26     ,27.59
13-SEP-2024 ,12   ,66.00  ,16.00   ,18.62   ,WSW    ,2.27      ,1.095   ,WSW     ,10.2   ,2.52    ,4.79    ,0.37     ,27.64
11-SEP-2024 ,00   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,06   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,12   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,18   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,00   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,06   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,12   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,18   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,00   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,06   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,12   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,00   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,06   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,12   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,18   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,00   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,06   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,12   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
12-SEP-2024 ,18   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,00   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,06   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
13-SEP-2024 ,12   ,79.60  ,16.00   ,-99     ,-99    ,-99       ,-99     ,-99     ,-99    ,-99     ,-99     ,....     ,.... 
11-SEP-2024 ,00   ,93.20  ,16.00   ,15.49   ,WSW    ,2.30      ,1.202   ,WSW     ,10.1   ,2.60    ,4.94    ,0.67     ,28.76
11-SEP-2024 ,06   ,93.20  ,16.00   ,14.96   ,WSW    ,2.27      ,1.007   ,SSW     ,10.1   ,2.48    ,4.72    ,0.93     ,28.78
11-SEP-2024 ,12   ,93.20  ,16.00   ,15.16   ,WSW    ,2.12      ,0.917   ,SSW     ,10.1   ,2.31    ,4.40    ,0.98     ,28.82
11-SEP-2024 ,18   ,93.20  ,16.00   ,14.47   ,SSW    ,2.00      ,0.850   ,SSW     ,10.1   ,2.17    ,4.13    ,0.65     ,28.78
12-SEP-2024 ,00   ,93.20  ,16.00   ,16.29   ,WSW    ,1.99      ,0.789   ,SSW     ,10.2   ,2.14    ,4.08    ,0.43     ,28.74
12-SEP-2024 ,06   ,93.20  ,16.00   ,14.03   ,WSW    ,1.95      ,0.737   ,SSW     ,10.2   ,2.08    ,3.96    ,0.48     ,28.76
12-SEP-2024 ,12   ,93.20  ,16.00   ,14.10   ,WSW    ,1.83      ,0.658   ,SSW     ,10.1   ,1.94    ,3.70    ,0.69     ,28.79
12-SEP-2024 ,18   ,93.20  ,16.00   ,14.73   ,WSW    ,1.80      ,0.612   ,SSW     ,10.1   ,1.90    ,3.61    ,0.78     ,28.76
13-SEP-2024 ,00   ,93.20  ,16.00   ,12.59   ,WSW    ,1.77      ,0.594   ,SSW     ,10.1   ,1.87    ,3.56    ,0.82     ,28.73
13-SEP-2024 ,06   ,93.20  ,16.00   ,17.42   ,WSW    ,1.83      ,0.565   ,SSW     ,10.1   ,1.92    ,3.64    ,0.80     ,28.77
13-SEP-2024 ,12   ,93.20  ,16.00   ,16.08   ,WSW    ,1.90      ,0.531   ,SSW     ,10.2   ,1.97    ,3.75    ,0.65     ,28.81
11-SEP-2024 ,00   ,93.20  ,16.00   ,15.49   ,WSW    ,2.30      ,1.202   ,WSW     ,10.1   ,2.60    ,4.94    ,0.67     ,28.76
11-SEP-2024 ,06   ,93.20  ,16.00   ,14.96   ,WSW    ,2.27      ,1.007   ,SSW     ,10.1   ,2.48    ,4.72    ,0.93     ,28.78
11-SEP-2024 ,12   ,93.20  ,16.00   ,15.16   ,WSW    ,2.12      ,0.917   ,SSW     ,10.1   ,2.31    ,4.40    ,0.98     ,28.82
11-SEP-2024 ,18   ,93.20  ,16.00   ,14.47   ,SSW    ,2.00      ,0.850   ,SSW     ,10.1   ,2.17    ,4.13    ,0.65     ,28.78
12-SEP-2024 ,00   ,93.20  ,16.00   ,16.29   ,WSW    ,1.99      ,0.789   ,SSW     ,10.2   ,2.14    ,4.08    ,0.43     ,28.74
12-SEP-2024 ,06   ,93.20  ,16.00   ,14.03   ,WSW    ,1.95      ,0.737   ,SSW     ,10.2   ,2.08    ,3.96    ,0.48     ,28.76
12-SEP-2024 ,12   ,93.20  ,16.00   ,14.10   ,WSW    ,1.83      ,0.658   ,SSW     ,10.1   ,1.94    ,3.70    ,0.69     ,28.79
12-SEP-2024 ,18   ,93.20  ,16.00   ,14.73   ,WSW    ,1.80      ,0.612   ,SSW     ,10.1   ,1.90    ,3.61    ,0.78     ,28.76
13-SEP-2024 ,00   ,93.20  ,16.00   ,12.59   ,WSW    ,1.77      ,0.594   ,SSW     ,10.1   ,1.87    ,3.56    ,0.82     ,28.73
13-SEP-2024 ,06   ,93.20  ,16.00   ,17.42   ,WSW    ,1.83      ,0.565   ,SSW     ,10.1   ,1.92    ,3.64    ,0.80     ,28.77
13-SEP-2024 ,12   ,93.20  ,16.00   ,16.08   ,WSW    ,1.90      ,0.531   ,SSW     ,10.2   ,1.97    ,3.75    ,0.65     ,28.81
11-SEP-2024 ,00   ,66.00  ,12.00   ,19.81   ,WSW    ,2.32      ,0.975   ,SSW     ,10.1   ,2.52    ,4.79    ,0.39     ,27.60
11-SEP-2024 ,06   ,66.00  ,12.00   ,19.88   ,WSW    ,2.34      ,0.931   ,SSW     ,10.1   ,2.52    ,4.79    ,0.49     ,27.58
11-SEP-2024 ,12   ,66.00  ,12.00   ,20.42   ,WSW    ,2.34      ,0.889   ,SSW     ,10.1   ,2.50    ,4.76    ,0.54     ,27.60
11-SEP-2024 ,18   ,66.00  ,12.00   ,17.39   ,WSW    ,2.29      ,0.925   ,SSW     ,10.1   ,2.47    ,4.70    ,0.54     ,27.57
12-SEP-2024 ,00   ,66.00  ,12.00   ,16.38   ,WSW    ,2.16      ,0.963   ,WSW     ,10.1   ,2.36    ,4.49    ,0.42     ,27.54
12-SEP-2024 ,06   ,66.00  ,12.00   ,15.20   ,WSW    ,1.99      ,0.999   ,WSW     ,10.2   ,2.23    ,4.24    ,0.34     ,27.53
12-SEP-2024 ,12   ,66.00  ,12.00   ,15.15   ,WSW    ,1.91      ,0.964   ,WSW     ,10.1   ,2.14    ,4.07    ,0.25     ,27.56
12-SEP-2024 ,18   ,66.00  ,12.00   ,14.48   ,WSW    ,1.86      ,0.924   ,WSW     ,10.1   ,2.08    ,3.95    ,0.26     ,27.54
13-SEP-2024 ,00   ,66.00  ,12.00   ,14.53   ,WSW    ,1.82      ,0.938   ,WSW     ,10.2   ,2.05    ,3.90    ,0.28     ,27.52
13-SEP-2024 ,06   ,66.00  ,12.00   ,13.39   ,WSW    ,1.78      ,0.973   ,WSW     ,10.3   ,2.03    ,3.87    ,0.43     ,27.51
13-SEP-2024 ,12   ,66.00  ,12.00   ,15.44   ,WSW    ,1.78      ,0.959   ,SSW     ,10.2   ,2.02    ,3.84    ,0.49     ,27.55
11-SEP-2024 ,00   ,66.00  ,12.00   ,19.81   ,WSW    ,2.32      ,0.975   ,SSW     ,10.1   ,2.52    ,4.79    ,0.39     ,27.60
11-SEP-2024 ,06   ,66.00  ,12.00   ,19.88   ,WSW    ,2.34      ,0.931   ,SSW     ,10.1   ,2.52    ,4.79    ,0.49     ,27.58
